,No,B.Mudurluk,I.Mudurluk,I.Seflik,Il,Ilce,Day,Month,Year,Time,AnaNeden,TaliNeden,YananOrtu,YananTepe,YananAlan,Sicaklik,Dogu,Kuzey,Lon,Lat
152,152,ADANA,FEKE,MANSURLU,Adana,Feke,30,5,2014,13:48,Ihmal Dikkatsizlik,Copluk,0.1,0,0.1,24,35 42 59,37 47 34,35.71638889,37.79277778
153,153,ADANA,FEKE,MANSURLU,Osmaniye,Kadirli,24,6,2014,11:50,Ihmal Dikkatsizlik,Coban Atesi,1,0.5,1.5,31,35 43 53,37 44 05,35.73138889,37.73472222
154,154,ADANA,FEKE,MANSURLU,Adana,Feke,15,8,2014,06:50,Ihmal Dikkatsizlik,Diger,0.1,0,0.1,20,35 39 59,37 46 37,35.66638889,37.77694444
155,155,ADANA,FEKE,MANSURLU,Adana,Feke,26,8,2015,05:00,Ihmal Dikkatsizlik,Aniz,0.05,0,0.05,22,35 41 20,37 46 26,35.68888889,37.77388889
156,156,ADANA,FEKE,MANSURLU,Adana,Feke,18,7,2016,18:52,Mechul,Mechul,0.03,0,0.03,31,35 44 16,37 44 37,35.73777778,37.74361111
157,157,ADANA,FEKE,MANSURLU,Adana,Feke,28,7,2016,11:35,Mechul,Mechul,5.9,27.3,33.2,32,35 43 03,37 46 29,35.7175,37.77472222
158,158,ADANA,FEKE,MANSURLU,Adana,Feke,23,8,2016,12:35,Mechul,Mechul,0.01,0,0.01,31,35 41 38,37 49 28,35.69388889,37.82444444
159,159,ADANA,FEKE,MANSURLU,Adana,Feke,22,10,2016,19:25,Mechul,Mechul,0,1,1,15,35 38 21,37 54 59,35.63916667,37.91638889
160,160,ADANA,FEKE,MANSURLU,Adana,Feke,16,5,2017,01:30,Mechul,Mechul,0.02,0,0.02,31,35 44 22,37 44 41,35.73944444,37.74472222
161,161,ADANA,FEKE,SARIPINAR,Adana,Feke,20,9,2014,18:20,Mechul,Mechul,0.01,0,0.01,25,35 50 24,37 57 59,35.84,37.96638889
162,162,ADANA,FEKE,SARIPINAR,Adana,Feke,1,9,2016,13:01,Mechul,Mechul,0.04,0,0.04,32,35 50 57,37 56 45,35.84916667,37.94583333
163,163,ADANA,FEKE,SARIPINAR,Adana,Feke,5,10,2016,16:00,Mechul,Mechul,0.05,0,0.05,26,35 46 45,37 59 54,35.77916667,37.99833333
164,164,ADANA,FEKE,SARIPINAR,Adana,Feke,28,11,2016,16:30,Mechul,Mechul,0.1,0,0.1,12,35 49 24,37 57 03,35.82333333,37.95083333
165,165,ADANA,KADIRLI,TASKOPRU,Osmaniye,Sumbas,24,5,2013,14:14,Mechul,Mechul,0.1,0,0.1,28,36 04 00,37 30 29,36.06666667,37.50805556
166,166,ADANA,KADIRLI,TASKOPRU,Osmaniye,Sumbas,30,6,2013,14:55,Mechul,Mechul,0,1.5,1.5,32,36 04 18,37 30 56,36.07166667,37.51555556
167,167,ADANA,KADIRLI,TASKOPRU,Osmaniye,Sumbas,9,9,2013,11:00,Mechul,Mechul,0,454,454,34,36 00 37,37 31 10,36.01027778,37.51944444
168,168,ADANA,KADIRLI,TASKOPRU,Osmaniye,Kadirli,20,1,2014,16:05,Ihmal Dikkatsizlik,Sigara,0.1,0,0.1,16,36 03 07,37 30 13,36.05194444,37.50361111
169,169,ADANA,KADIRLI,TASKOPRU,Osmaniye,Sumbas,25,3,2014,14:40,Kaza,Elektrik,0,0.4,0.4,15,36 01 13,37 31 05,36.02027778,37.51805556
170,170,ADANA,KADIRLI,TASKOPRU,Osmaniye,Sumbas,21,6,2014,13:21,Kasit,Kundaklama,0,2.5,2.5,0,36 03 34,37 29 32,36.05944444,37.49222222
171,171,ADANA,KADIRLI,TASKOPRU,Osmaniye,Sumbas,7,9,2014,14:15,Mechul,Mechul,0.1,0,0.1,27,36 02 15,37 46 40,36.0375,37.77777778
172,172,ADANA,KADIRLI,TASKOPRU,Adana,Kozan,29,7,2015,15:00,Ihmal Dikkatsizlik,Sigara,0,0.01,0.01,40,36 03 45,37 29 26,36.0625,37.49055556
173,173,ADANA,KADIRLI,TASKOPRU,Osmaniye,Kadirli,9,9,2015,15:00,Ihmal Dikkatsizlik,Sigara,0.27,0,0.27,35,36 00 32,37 34 01,36.00888889,37.56694444
174,174,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,3,6,2013,17:00,Ihmal Dikkatsizlik,Aniz,0,1.5,1.5,28,36 07 19,37 17 37,36.12194444,37.29361111
175,175,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,26,6,2013,18:00,Ihmal Dikkatsizlik,Aniz,0.1,0,0.1,31,36 05 00,37 26 31,36.08333333,37.44194444
176,176,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,2,7,2013,16:15,Ihmal Dikkatsizlik,Aniz,0,0.1,0.1,32,36 13 33,37 24 18,36.22583333,37.405
177,177,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,28,7,2013,17:55,Kaza,Elektrik,20,0,20,34,36 10 45,37 17 29,36.17916667,37.29138889
178,178,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,29,7,2013,04:15,Kaza,Elektrik,0.1,0,0.1,28,36 14 49,37 24 59,36.24694444,37.41638889
179,179,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,30,7,2013,16:00,Ihmal Dikkatsizlik,Aniz,0.1,0,0.1,35,36 07 15,37 11 40,36.12083333,37.19444444
180,180,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,13,8,2013,16:30,Ihmal Dikkatsizlik,Sigara,0.1,0,0.1,34,36 07 35,37 23 45,36.12638889,37.39583333
181,181,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,15,8,2013,14:00,Kaza,Elektrik,1.6,0.4,2,36,36 11 15,37 10 45,36.1875,37.17916667
182,182,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,21,8,2013,12:45,Ihmal Dikkatsizlik,Coban Atesi,0.1,0,0.1,0,36 08 35,37 17 56,36.14305556,37.29888889
183,183,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,9,9,2013,20:15,Kasit,Kundaklama,0,34.6,34.6,36,36 08 35,37 18 15,36.14305556,37.30416667
184,184,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,27,10,2013,11:30,Ihmal Dikkatsizlik,Aniz,0,0.3,0.3,26,36 07 57,37 19 20,36.1325,37.32222222
185,185,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,30,10,2013,09:30,Kaza,Elektrik,0,0.5,0.5,28,36 09 48,37 21 54,36.16333333,37.365
186,186,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,4,11,2013,11:00,Ihmal Dikkatsizlik,Aniz,0,0.1,0.1,28,36 13 13,37 24 56,36.22027778,37.41555556
187,187,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,27,11,2013,19:00,Ihmal Dikkatsizlik,Aniz,0.1,0,0.1,18,36 15 32,37 15 46,36.25888889,37.26277778
188,188,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,28,12,2013,19:00,Mechul,Mechul,0,1,1,0,36 08 24,37 11 00,36.14,37.18333333
189,189,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,13,2,2014,21:00,Kaza,Diger,0.08,0,0.08,16,36 07 21,37 22 30,36.1225,37.375
190,190,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,17,2,2014,23:00,Mechul,Mechul,0.1,0,0.1,14,36 12 49,37 15 59,36.21361111,37.26638889
191,191,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,23,3,2014,22:30,Ihmal Dikkatsizlik,Sigara,0.1,0,0.1,15,36 11 37,37 12 36,36.19361111,37.21
192,192,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,15,8,2014,15:10,Mechul,Mechul,0,0.3,0.3,0,36 13 08,37 19 59,36.21888889,37.33305556
193,193,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,7,9,2014,19:20,Ihmal Dikkatsizlik,Sigara,0,0.3,0.3,24,36 14 13,37 23 18,36.23694444,37.38833333
194,194,ADANA,KADIRLI,KADIRLI,Adana,Feke,14,11,2014,20:45,Kasit,Diger,0,0.17,0.17,0,38 09 34,37 20 53,38.15944444,37.34805556
195,195,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,16,5,2015,21:15,Ihmal Dikkatsizlik,Avcilik,0.04,0,0.04,0,36 13 46,37 12 56,36.22944444,37.21555556
196,196,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,15,7,2015,08:25,Mechul,Mechul,0.01,0,0.01,0,36 13 27,37 43 45,36.22416667,37.72916667
197,197,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,7,9,2015,16:15,Kaza,Elektrik,0.5,1,1.5,35,36 14 40,37 12 48,36.24444444,37.21333333
198,198,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,8,9,2015,10:55,Ihmal Dikkatsizlik,Aniz,0,0.5,0.5,32,36 13 46,37 23 54,36.22944444,37.39833333
199,199,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,11,9,2015,10:20,Mechul,Mechul,0,0.49,0.49,35,36 10 37,37 22 18,36.17694444,37.37166667
200,200,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,14,9,2015,16:20,Ihmal Dikkatsizlik,Aniz,0,0.6,0.6,32,36 08 18,37 10 56,36.13833333,37.18222222
201,201,ADANA,KADIRLI,KADIRLI,Osmaniye,Sumbas,15,9,2015,10:00,Ihmal Dikkatsizlik,Diger,0.15,0,0.15,28,36 03 26,37 30 05,36.05722222,37.50138889
202,202,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,24,11,2015,17:00,Mechul,Mechul,0.3,0,0.3,25,36 12 48,37 14 27,36.21333333,37.24083333
203,203,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,26,11,2015,11:20,Mechul,Mechul,0,2.7,2.7,23,36 13 30,37 20 53,36.225,37.34805556
204,204,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,19,6,2016,04:20,Mechul,Mechul,0.1,0,0.1,26,36 16 29,37 15 34,36.27472222,37.25944444
205,205,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,30,6,2016,17:00,Dogal Yildirim,Dogal/Yildirim,0.04,0,0.04,31,36 14 46,37 14 19,36.24611111,37.23861111
206,206,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,15,8,2016,16:30,Ihmal Dikkatsizlik,Sigara,0.01,0,0.01,0,36 08 07,37 23 16,36.13527778,37.38777778
207,207,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,1,10,2016,12:55,Mechul,Mechul,0.35,0,0.35,32,36 05 57,37 23 24,36.09916667,37.39
208,208,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,3,10,2016,12:35,Mechul,Mechul,0.37,0,0.37,32,36 01 21,37 22 59,36.0225,37.38305556
209,209,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,3,10,2016,13:00,Kaza,Elektrik,0.03,0,0.03,32,36 14 38,37 25 34,36.24388889,37.42611111
210,210,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,17,10,2016,17:25,Mechul,Mechul,0.02,0,0.02,27,36 10 26,37 22 38,36.17388889,37.37722222
211,211,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,26,10,2016,14:10,Ihmal Dikkatsizlik,Copluk,0,0.01,0.01,28,36 09 07,37 22 51,36.15194444,37.38083333
212,212,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,21,11,2016,11:15,Ihmal Dikkatsizlik,Aniz,0.26,0,0.26,28,36 08 37,37 25 15,36.14361111,37.42083333
213,213,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,22,12,2016,14:20,Ihmal Dikkatsizlik,Diger,0.07,0,0.07,20,36 07 18,37 17 49,36.12166667,37.29694444
214,214,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,22,1,2017,14:20,Mechul,Mechul,0.31,0,0.31,0,36 07 18,37 30 51,36.12166667,37.51416667
215,215,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,2,2,2017,12:40,Kasit,Kundaklama,0.05,0,0.05,0,36 09 53,37 25 07,36.16472222,37.41861111
216,216,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,11,2,2017,16:25,Mechul,Mechul,0.4,0,0.4,15,36 13 15,37 20 49,36.22083333,37.34694444
217,217,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,11,2,2017,21:15,Mechul,Mechul,0.04,0,0.04,8,36 13 15,37 20 49,36.22083333,37.34694444
218,218,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,11,2,2017,21:15,Mechul,Mechul,0.04,0,0.04,8,36 14 53,37 21 48,36.24805556,37.36333333
219,219,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,16,2,2017,12:40,Mechul,Mechul,0.02,0,0.02,12,36 08 43,37 20 54,36.14527778,37.34833333
220,220,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,28,2,2017,14:00,Kasit,Kundaklama,2.7,0,2.7,18,36 00 21,37 22 54,36.00583333,37.38166667
221,221,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,18,8,2017,17:15,Kaza,Elektrik,0.01,0,0.01,34,36 14 38,37 24 48,36.24388889,37.41333333
222,222,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,3,9,2017,09:10,Kaza,Elektrik,0.1,0,0.1,26,36 13 18,37 25 37,36.22166667,37.42694444
223,223,ADANA,KADIRLI,KADIRLI,Osmaniye,Kadirli,5,10,2017,15:30,Kaza,Elektrik,0.1,0,0.1,28,36 13 38,37 26 15,36.22722222,37.4375
224,224,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,26,7,2013,18:50,Kaza,Elektrik,0,0.1,0.1,33,36 07 00,27 26 39,36.11666667,27.44416667
225,225,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,22,10,2013,14:55,Kasit,Diger,0.5,0,0.5,25,36 07 56,37 25 26,36.13222222,37.42388889
226,226,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,8,11,2013,17:10,Ihmal Dikkatsizlik,Mechul,0.1,0,0.1,18,36 14 51,37 26 52,36.2475,37.44777778
227,227,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,24,6,2014,20:50,Kasit,Diger,0.2,0.1,0.3,26,36 14 35,37 27 22,36.24305556,37.45611111
228,228,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,28,6,2014,17:40,Dogal Yildirim,Dogal/Yildirim,0.1,0.05,0.15,37,38 08 56,37 29 19,38.14888889,37.48861111
229,229,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,27,8,2015,10:30,Dogal Yildirim,Dogal/Yildirim,0.1,0,0.1,35,36 12 19,37 33 01,36.20527778,37.55027778
230,230,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,6,9,2015,14:30,Mechul,Mechul,0,0.1,0.1,30,36 09 18,37 29 43,36.155,37.49527778
231,231,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,4,1,2016,14:20,Mechul,Mechul,0.01,0,0.01,1,36 14 21,37 28 38,36.23916667,37.47722222
232,232,ADANA,KADIRLI,SAVRUN,Osmaniye,Sumbas,13,3,2016,11:20,Ihmal Dikkatsizlik,Sigara,2.5,0.4,2.9,24,36 00 07,37 32 45,36.00194444,37.54583333
233,233,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,19,6,2016,19:40,Mechul,Mechul,0.01,0,0.01,32,36 13 57,37 27 19,36.2325,37.45527778
234,234,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,31,7,2016,17:05,Kasit,Kundaklama,0.1,0,0.1,34,36 14 41,37 27 00,36.24472222,37.45
235,235,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,14,9,2016,19:30,Dogal Yildirim,Dogal/Yildirim,0,0.1,0.1,24,36 12 49,37 38 24,36.21361111,37.64
236,236,ADANA,KADIRLI,SAVRUN,Osmaniye,Sumbas,2,2,2017,12:00,Kaza,Elektrik,0.04,0,0.04,14,36 14 15,37 33 07,36.2375,37.55194444
237,237,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,8,7,2017,17:50,Mechul,Mechul,0.1,0,0.1,30,36 12 25,37 41 48,36.20694444,37.69666667
238,238,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,14,8,2017,16:35,Mechul,Mechul,0.1,0,0.1,34,36 30 34,37 28 29,36.50944444,37.47472222
239,239,ADANA,KADIRLI,SAVRUN,Osmaniye,Kadirli,15,9,2017,17:50,Mechul,Mechul,0.01,0,0.01,30,36 12 33,37 38 54,36.20916667,37.64833333
240,240,ADANA,KADIRLI,SUMBAS,Osmaniye,Sumbas,21,11,2016,11:55,Ihmal Dikkatsizlik,Sigara,0.75,0,0.75,18,36 05 38,37 30 16,36.09388889,37.50444444
241,241,ADANA,KADIRLI,SUMBAS,Osmaniye,Kadirli,31,1,2017,19:30,Ihmal Dikkatsizlik,Sigara,0.09,0,0.09,4,35 58 59,37 27 14,35.98305556,37.45388889
242,242,ADANA,KARAISALI,AKARCA,Adana,Karaisali,5,8,2013,18:10,Mechul,Mechul,0,0.3,0.3,32,35 15 35,37 16 15,35.25972222,37.27083333
243,243,ADANA,KARAISALI,AKARCA,Adana,Karaisali,13,9,2013,13:35,Ihmal Dikkatsizlik,Sigara,0.1,0,0.1,33,35 14 11,37 26 15,35.23638889,37.4375
244,244,ADANA,KARAISALI,AKARCA,Adana,Karaisali,12,8,2015,14:45,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,30,35 17 10,37 15 21,35.28611111,37.25583333
245,245,ADANA,KARAISALI,AKARCA,Adana,Karaisali,6,9,2016,17:05,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,30,35 18 34,37 16 15,35.30944444,37.27083333
246,246,ADANA,KARAISALI,CATALAN,Adana,Karaisali,11,10,2013,15:00,Mechul,Mechul,0,0.5,0.5,27,35 20 30,37 17 45,35.34166667,37.29583333
247,247,ADANA,KARAISALI,CATALAN,Adana,Karaisali,4,9,2016,11:45,Dogal Yildirim,Dogal/Yildirim,0.5,0,0.5,0,35 20 49,37 23 35,35.34694444,37.39305556
248,248,ADANA,KARAISALI,CATALAN,Adana,Karaisali,19,11,2017,17:20,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,21,35 14 49,37 12 41,35.24694444,37.21138889
249,249,ADANA,KARAISALI,CATALAN,Adana,Karaisali,19,11,2017,17:40,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,21,35 21 38,37 18 34,35.36055556,37.30944444
250,250,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,12,7,2013,15:10,Ihmal Dikkatsizlik,Sigara,0.1,0,0.1,30,35 17 29,37 06 16,35.29138889,37.10444444
251,251,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,25,7,2013,13:55,Ihmal Dikkatsizlik,Sigara,0,0.5,0.5,34,35 12 38,37 06 32,35.21055556,37.10888889
252,252,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,29,7,2013,01:30,Mechul,Mechul,0,0.5,0.5,25,35 00 21,37 05 00,35.00583333,37.08333333
253,253,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,31,7,2013,15:35,Ihmal Dikkatsizlik,Diger,0.1,0,0.1,31,35 17 18,37 06 29,35.28833333,37.10805556
254,254,ADANA,KARAISALI,CUKUROVA,Adana,Yuregir,27,9,2013,14:30,Mechul,Mechul,0,0.2,0.2,27,35 17 53,37 06 22,35.29805556,37.10611111
255,255,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,5,10,2013,11:15,Kaza,Lokomotif,0.2,0,0.2,22,34 54 15,37 07 59,34.90416667,37.13305556
256,256,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,19,10,2013,14:00,Ihmal Dikkatsizlik,Aniz,0.1,0,0.1,0,35 08 54,37 06 59,35.14833333,37.11638889
257,257,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,23,5,2014,14:35,Ihmal Dikkatsizlik,Aniz,0,1.5,1.5,0,35 16 48,37 07 43,35.28,37.12861111
258,258,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,14,7,2015,11:20,Ihmal Dikkatsizlik,Sigara,0.01,0,0.01,28,35 16 29,37 06 41,35.27472222,37.11138889
259,259,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,14,8,2015,14:55,Mechul,Mechul,0,0.2,0.2,31,35 12 03,37 07 32,35.20083333,37.12555556
260,260,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,24,8,2015,14:15,Dogal Yildirim,Dogal/Yildirim,0,0.1,0.1,31,35 11 38,37 07 37,35.19388889,37.12694444
261,261,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,27,8,2015,16:05,Ihmal Dikkatsizlik,Mechul,0,0.1,0.1,31,35 11 28,37 07 16,35.19111111,37.12111111
262,262,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,8,9,2015,09:15,Ihmal Dikkatsizlik,Copluk,0.2,0,0.2,34,35 00 18,37 05 40,35.005,37.09444444
263,263,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,5,11,2015,09:30,Mechul,Mechul,0,0.5,0.5,26,35 02 48,37 06 13,35.04666667,37.10361111
264,264,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,19,5,2016,13:35,Ihmal Dikkatsizlik,Aniz,0,2,2,27,35 10 37,37 05 49,35.17694444,37.09694444
265,265,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,21,8,2016,15:16,Mechul,Mechul,0,0.5,0.5,34,35 17 26,37 06 30,35.29055556,37.10833333
266,266,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,15,10,2016,14:25,Mechul,Mechul,0.01,0,0.01,29,35 10 56,37 10 34,35.18222222,37.17611111
267,267,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,18,11,2016,12:40,Mechul,Mechul,0,0.2,0.2,22,34 58 21,37 10 45,34.9725,37.17916667
268,268,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,22,11,2016,12:50,Mechul,Mechul,0.1,0,0.1,22,35 08 26,37 08 10,35.14055556,37.13611111
269,269,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,23,11,2016,11:00,Kaza,Lokomotif,0.1,0.1,0.2,27,34 57 38,37 09 10,34.96055556,37.15277778
270,270,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,8,2,2017,14:15,Mechul,Mechul,0,2.8,2.8,15,35 59 57,36 08 48,35.99916667,36.14666667
271,271,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,10,7,2017,17:00,Mechul,Mechul,0.1,0,0.1,33,35 07 54,37 07 19,35.13166667,37.12194444
272,272,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,5,8,2017,15:15,Mechul,Mechul,0,0.5,0.5,32,35 11 47,37 07 29,35.19638889,37.12472222
273,273,ADANA,KARAISALI,CUKUROVA,Adana,Karaisali,9,9,2017,16:55,Mechul,Mechul,0,0.1,0.1,32,35 17 34,37 06 18,35.29277778,37.105
274,274,ADANA,KARAISALI,HACILI,Adana,Karaisali,3,1,2016,23:55,Dogal Yildirim,Dogal/Yildirim,0.1,0,0.1,10,35 11 15,34 24 13,35.1875,34.40361111
275,275,ADANA,KARAISALI,HACILI,Adana,Karaisali,4,9,2017,13:30,Mechul,Mechul,0,12.3,12.3,21,35 11 21,37 19 31,35.18916667,37.32527778
276,276,ADANA,KARAISALI,HACILI,Adana,Karaisali,9,9,2017,10:30,Mechul,Mechul,0.2,0,0.2,0,35 12 41,37 19 10,35.21138889,37.31944444
277,277,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,15,3,2013,12:50,Mechul,-,0.5,0,0.5,20,35 01 48,37 19 10,35.03,37.31944444
278,278,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,26,7,2013,12:25,Mechul,Mechul,0.1,0,0.1,0,34 58 33,37 15 05,34.97583333,37.25138889
279,279,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,27,7,2013,14:40,Mechul,Mechul,0,69.4,69.4,32,35 05 36,37 15 29,35.09333333,37.25805556
280,280,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,25,3,2014,13:45,Kaza,Elektrik,0,1.2,1.2,22,35 01 40,37 18 15,35.02777778,37.30416667
281,281,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,30,3,2014,13:30,Kaza,Elektrik,0,0.7,0.7,20,35 01 48,37 17 48,35.03,37.29666667
282,282,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,21,7,2014,13:00,Ihmal Dikkatsizlik,Copluk,0.3,0,0.3,29,35 01 05,37 16 32,35.01805556,37.27555556
283,283,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,15,8,2014,13:00,Kaza,Lokomotif,0.5,0.2,0.7,31,34 58 27,37 12 51,34.97416667,37.21416667
284,284,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,7,9,2014,17:45,Kaza,Lokomotif,2.7,0,2.7,28,34 58 00,37 12 02,34.96666667,37.20055556
285,285,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,5,3,2015,15:00,Mechul,Mechul,0.2,0,0.2,18,34 58 48,37 13 07,34.98,37.21861111
286,286,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,1,8,2015,12:05,Dogal Yildirim,Dogal/Yildirim,0.2,0,0.2,30,35 01 10,37 15 10,35.01944444,37.25277778
287,287,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,13,8,2015,20:00,Kaza,Elektrik,0.01,0,0.01,27,35 05 09,37 12 22,35.08583333,37.20611111
288,288,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,3,10,2015,08:40,Dogal Yildirim,Dogal/Yildirim,0.3,0,0.3,24,34 58 22,37 17 53,34.97277778,37.29805556
289,289,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,17,10,2015,17:30,Mechul,Mechul,0.01,0,0.01,29,34 56 18,37 22 56,34.93833333,37.38222222
290,290,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,26,11,2015,10:15,Ihmal Dikkatsizlik,Avcilik,3.8,0,3.8,22,34 56 15,37 21 08,34.9375,37.35222222
291,291,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,18,6,2016,14:20,Ihmal Dikkatsizlik,Aniz,0.01,0,0.01,33,35 04 19,37 12 59,35.07194444,37.21638889
292,292,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,29,9,2016,09:10,Ihmal Dikkatsizlik,Lokomotif,2.4,0,2.4,21,34 57 41,37 12 10,34.96138889,37.20277778
293,293,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,22,10,2016,13:15,Mechul,Mechul,0.3,0,0.3,28,35 59 49,37 15 59,35.99694444,37.26638889
294,294,ADANA,KARAISALI,KARAISALI,Adana,Karaisali,29,11,2016,11:30,Mechul,Mechul,0.3,0,0.3,18,34 58 56,37 12 19,34.98222222,37.20527778
295,295,ADANA,KARAISALI,KIZILDAG,Adana,Karaisali,22,9,2013,15:30,Mechul,Mechul,0.3,0,0.3,24,35 00 21,37 10 34,35.00583333,37.17611111
296,296,ADANA,KARAISALI,KIZILDAG,Adana,Karaisali,11,12,2013,22:55,Dogal Yildirim,Dogal/Yildirim,0.2,0,0.2,10,35 03 07,37 20 46,35.05194444,37.34611111
